meeting_id,speaker,da_id,da_type,da_type_id,start_time,end_time,duration_ms,text
ES2012c,A,ES2012c.A.dialog-act.vkaraisk.314,comment-about-understanding,ami_da_12,1908.97,1910.63,1660.0,Mm yeah .
ES2012c,A,ES2012c.A.dialog-act.vkaraisk.390,elicit-comment-understanding,ami_da_13,2195.85,2198.55,2700.0,we're all clear where we go from here .
ES2012c,B,ES2012c.B.dialog-act.vkaraisk.116,comment-about-understanding,ami_da_12,1080.49,1080.74,250.0,Mm .
ES2012c,B,ES2012c.B.dialog-act.vkaraisk.145,comment-about-understanding,ami_da_12,1329.27,1329.89,620.0,"Mm , yeah ,"
ES2012c,B,ES2012c.B.dialog-act.vkaraisk.254,comment-about-understanding,ami_da_12,1905.14,1907.64,2500.0,"Mm , oka yeah . Yeah ."
ES2012c,B,ES2012c.B.dialog-act.vkaraisk.277,comment-about-understanding,ami_da_12,2196.61,2197.02,410.0,"Yep ,"
ES2012c,C,ES2012c.C.dialog-act.vkaraisk.12,comment-about-understanding,ami_da_12,594.35,595.74,1390.0,Okay .
ES2012c,C,ES2012c.C.dialog-act.vkaraisk.14,comment-about-understanding,ami_da_12,596.71,597.3,590.0,Okay .
ES2012c,C,ES2012c.C.dialog-act.vkaraisk.73,comment-about-understanding,ami_da_12,1080.05,1080.4,350.0,Yeah .
ES2012c,C,ES2012c.C.dialog-act.vkaraisk.177,elicit-comment-understanding,ami_da_13,1908.01,1908.59,580.0,You know what I mean ?
ES2012c,C,ES2012c.C.dialog-act.vkaraisk.196,comment-about-understanding,ami_da_12,2195.947,2197.1,1153.0,Yep .
ES2012c,D,ES2012c.D.dialog-act.vkaraisk.15,elicit-comment-understanding,ami_da_13,1077.46,1078.12,660.0,"if you know what I mean ,"
ES2012c,D,ES2012c.D.dialog-act.vkaraisk.17,elicit-comment-understanding,ami_da_13,1079.43,1080.72,1290.0,if you see what I mean .
ES2012c,D,ES2012c.D.dialog-act.vkaraisk.23,comment-about-understanding,ami_da_12,1098.147,1098.9,753.0,Oh .
ES2012c,D,ES2012c.D.dialog-act.vkaraisk.32,comment-about-understanding,ami_da_12,1154.07,1154.58,510.0,"Oh yeah ,"
ES2012c,D,ES2012c.D.dialog-act.vkaraisk.54,comment-about-understanding,ami_da_12,1271.98,1272.69,710.0,"Uh yeah ,"
ES2012c,D,ES2012c.D.dialog-act.vkaraisk.108,comment-about-understanding,ami_da_12,1615.09,1615.73,640.0,Oh yeah .
ES2012c,D,ES2012c.D.dialog-act.vkaraisk.143,comment-about-understanding,ami_da_12,1983.05,1984.402,1352.0,Cool . Uh
ES2012c,D,ES2012c.D.dialog-act.vkaraisk.154,comment-about-understanding,ami_da_12,2199.12,2199.52,400.0,Mm-hmm .
ES2012d,A,ES2012d.A.dialog-act.vkaraisk.16,comment-about-understanding,ami_da_12,89.25,89.7,450.0,Uh-huh .
ES2012d,A,ES2012d.A.dialog-act.vkaraisk.34,comment-about-understanding,ami_da_12,142.55,143.63,1080.0,"Okay ,"
ES2012d,A,ES2012d.A.dialog-act.vkaraisk.37,comment-about-understanding,ami_da_12,150.86,151.48,620.0,Okay .
ES2012d,A,ES2012d.A.dialog-act.vkaraisk.39,comment-about-understanding,ami_da_12,159.39,159.84,450.0,"Okay ,"
ES2012d,A,ES2012d.A.dialog-act.vkaraisk.41,comment-about-understanding,ami_da_12,168.29,169.67,1380.0,"Yep , right ."
ES2012d,A,ES2012d.A.dialog-act.vkaraisk.42,comment-about-understanding,ami_da_12,171.09,172.36,1270.0,"Yeah , yeah ."
ES2012d,A,ES2012d.A.dialog-act.vkaraisk.45,comment-about-understanding,ami_da_12,178.87,179.36,490.0,Right .
ES2012d,A,ES2012d.A.dialog-act.vkaraisk.92,comment-about-understanding,ami_da_12,315.75,317.23,1480.0,Oh right . Ah .
ES2012d,A,ES2012d.A.dialog-act.vkaraisk.145,comment-about-understanding,ami_da_12,544.19,544.37,180.0,Oh
ES2012d,C,ES2012d.C.dialog-act.vkaraisk.26,comment-about-understanding,ami_da_12,187.856,188.94,1084.0,Oh .
ES2012d,C,ES2012d.C.dialog-act.vkaraisk.82,comment-about-understanding,ami_da_12,942.73,943.37,640.0,Okay .
ES2012d,D,ES2012d.D.dialog-act.vkaraisk.26,comment-about-understanding,ami_da_12,607.024,607.98,956.0,Yeah .
ES2012d,D,ES2012d.D.dialog-act.vkaraisk.28,comment-about-understanding,ami_da_12,616.59,619.95,3360.0,Yes .
ES2013a,A,ES2013a.A.dialog-act.vkaraisk.7,comment-about-understanding,ami_da_12,56.32,56.64,320.0,Oh .
ES2013a,A,ES2013a.A.dialog-act.vkaraisk.8,comment-about-understanding,ami_da_12,61.99,62.13,140.0,Uh .
ES2013a,A,ES2013a.A.dialog-act.vkaraisk.30,elicit-comment-understanding,ami_da_13,176.55,178.92,2370.0,Okay ?
ES2013a,A,ES2013a.A.dialog-act.vkaraisk.47,comment-about-understanding,ami_da_12,263.62,263.93,310.0,Uh-huh .
ES2013a,A,ES2013a.A.dialog-act.vkaraisk.56,comment-about-understanding,ami_da_12,317.16,318.46,1300.0,Argh .
ES2013a,A,ES2013a.A.dialog-act.vkaraisk.67,comment-about-understanding,ami_da_12,390.34,391.2,860.0,"Oh , okay ."
ES2013a,A,ES2013a.A.dialog-act.vkaraisk.112,elicit-comment-understanding,ami_da_13,593.71,594.21,500.0,Okay ?
ES2013a,A,ES2013a.A.dialog-act.vkaraisk.150,comment-about-understanding,ami_da_12,805.44,806.88,1440.0,Alright .
ES2013a,B,ES2013a.B.dialog-act.vkaraisk.19,comment-about-understanding,ami_da_12,302.16,303.29,1130.0,No it's not a mouse .
ES2013a,B,ES2013a.B.dialog-act.vkaraisk.21,comment-about-understanding,ami_da_12,317.84,318.16,320.0,A what ?
ES2013a,B,ES2013a.B.dialog-act.vkaraisk.24,comment-about-understanding,ami_da_12,323.69,328.42,4730.0,Oh right .
ES2013a,B,ES2013a.B.dialog-act.vkaraisk.39,comment-about-understanding,ami_da_12,819.77,819.92,150.0,'Kay .
ES2013a,D,ES2013a.D.dialog-act.vkaraisk.20,comment-about-understanding,ami_da_12,538.24,540.73,2490.0,And and your question is how many do we have to sell ?
ES2013a,D,ES2013a.D.dialog-act.vkaraisk.55,comment-about-understanding,ami_da_12,819.14,819.41,270.0,Okay .
ES2013b,A,ES2013b.A.dialog-act.vkaraisk.22,comment-about-understanding,ami_da_12,81.89,83.31,1420.0,Okay .
ES2013b,A,ES2013b.A.dialog-act.vkaraisk.36,elicit-comment-understanding,ami_da_13,152.672,156.8,4128.0,Anybody have any questions on those minutes ?
ES2013b,A,ES2013b.A.dialog-act.vkaraisk.49,comment-about-understanding,ami_da_12,197.51,198.11,600.0,okay .
ES2013b,A,ES2013b.A.dialog-act.vkaraisk.54,comment-about-understanding,ami_da_12,212.57,213.37,800.0,Okay .
ES2013b,A,ES2013b.A.dialog-act.vkaraisk.109,comment-about-understanding,ami_da_12,980.77,981.33,560.0,Okay .
ES2013b,A,ES2013b.A.dialog-act.vkaraisk.137,comment-about-understanding,ami_da_12,1422.517,1426.12,3603.0,Oh .
ES2013b,A,ES2013b.A.dialog-act.vkaraisk.138,comment-about-understanding,ami_da_12,1428.24,1432.15,3910.0,Mm . What they cost .
ES2013b,A,ES2013b.A.dialog-act.vkaraisk.184,comment-about-understanding,ami_da_12,1790.04,1791.46,1420.0,Ah .
ES2013b,A,ES2013b.A.dialog-act.vkaraisk.190,comment-about-understanding,ami_da_12,1809.16,1809.77,610.0,uh-huh .
ES2013b,A,ES2013b.A.dialog-act.vkaraisk.193,comment-about-understanding,ami_da_12,1858.45,1863.73,5280.0,Mm . Okay .
ES2013b,A,ES2013b.A.dialog-act.vkaraisk.243,elicit-comment-understanding,ami_da_13,2121.06,2121.43,370.0,Okay ?
ES2013b,B,ES2013b.B.dialog-act.vkaraisk.4,comment-about-understanding,ami_da_12,177.008,177.38,372.0,Okay .
ES2013b,B,ES2013b.B.dialog-act.vkaraisk.124,comment-about-understanding,ami_da_12,1836.1,1837.31,1210.0,"Okay , yep , mm-hmm ."
ES2013b,B,ES2013b.B.dialog-act.vkaraisk.132,comment-about-understanding,ami_da_12,2001.99,2002.34,350.0,"Ah okay ,"
ES2013b,B,ES2013b.B.dialog-act.vkaraisk.134,comment-about-understanding,ami_da_12,2003.33,2003.65,320.0,yeah .
ES2013b,B,ES2013b.B.dialog-act.vkaraisk.142,comment-about-understanding,ami_da_12,2122.47,2122.71,240.0,Okay .
ES2013b,C,ES2013b.C.dialog-act.vkaraisk.68,comment-about-understanding,ami_da_12,1423.984,1425.39,1406.0,Oh right .
ES2013b,C,ES2013b.C.dialog-act.vkaraisk.117,comment-about-understanding,ami_da_12,2071.12,2071.41,290.0,"Alright ,"
ES2013b,C,ES2013b.C.dialog-act.vkaraisk.126,comment-about-understanding,ami_da_12,2121.653,2122.59,937.0,Okay .
ES2013b,D,ES2013b.D.dialog-act.vkaraisk.8,comment-about-understanding,ami_da_12,264.11,264.54,430.0,Okay .
ES2013b,D,ES2013b.D.dialog-act.vkaraisk.113,comment-about-understanding,ami_da_12,1434.84,1435.27,430.0,Okay .
ES2013b,D,ES2013b.D.dialog-act.vkaraisk.199,comment-about-understanding,ami_da_12,1857.49,1858.03,540.0,"Yeah ,"
ES2013c,A,ES2013c.A.dialog-act.vkaraisk.48,comment-about-understanding,ami_da_12,263.31,263.96,650.0,Okay .
ES2013c,A,ES2013c.A.dialog-act.vkaraisk.63,comment-about-understanding,ami_da_12,307.56,310.37,2810.0,"You respond to whatever you get , huh ?"
ES2013c,A,ES2013c.A.dialog-act.vkaraisk.64,comment-about-understanding,ami_da_12,310.37,310.76,390.0,Okay .
ES2013c,A,ES2013c.A.dialog-act.vkaraisk.155,comment-about-understanding,ami_da_12,1997.57,1998.24,670.0,Okay .
ES2013c,A,ES2013c.A.dialog-act.vkaraisk.169,comment-about-understanding,ami_da_12,2100.12,2100.42,300.0,Oh .
ES2013c,A,ES2013c.A.dialog-act.vkaraisk.170,comment-about-understanding,ami_da_12,2107.51,2108.1,590.0,Okay .
ES2013c,A,ES2013c.A.dialog-act.vkaraisk.176,comment-about-understanding,ami_da_12,2119.83,2120.76,930.0,"Oh , okay ."
ES2013c,A,ES2013c.A.dialog-act.vkaraisk.193,comment-about-understanding,ami_da_12,2213.77,2214.23,460.0,"Okay ,"
ES2013c,A,ES2013c.A.dialog-act.vkaraisk.203,comment-about-understanding,ami_da_12,2270.91,2272.26,1350.0,Oh .
ES2013c,A,ES2013c.A.dialog-act.vkaraisk.205,comment-about-understanding,ami_da_12,2276.34,2278.82,2480.0,"Oh , okay ."
ES2013c,B,ES2013c.B.dialog-act.vkaraisk.153,comment-about-understanding,ami_da_12,1696.944,1697.45,506.0,Right .
ES2013c,C,ES2013c.C.dialog-act.vkaraisk.40,comment-about-understanding,ami_da_12,953.632,955.34,1708.0,A wind-up .
ES2013c,D,ES2013c.D.dialog-act.vkaraisk.77,comment-about-understanding,ami_da_12,686.736,687.53,794.0,Alright .
ES2013c,D,ES2013c.D.dialog-act.vkaraisk.115,comment-about-understanding,ami_da_12,1192.32,1192.72,400.0,Hmm .
ES2013c,D,ES2013c.D.dialog-act.vkaraisk.121,comment-about-understanding,ami_da_12,1227.2,1228.72,1520.0,"Alright ,"
ES2013d,A,ES2013d.A.dialog-act.vkaraisk.17,comment-about-understanding,ami_da_12,90.22,90.83,610.0,Okay .
ES2013d,A,ES2013d.A.dialog-act.vkaraisk.144,comment-about-understanding,ami_da_12,1418.31,1419.02,710.0,Okay .
ES2013d,A,ES2013d.A.dialog-act.vkaraisk.147,comment-about-understanding,ami_da_12,1429.49,1430.47,980.0,Oh
ES2013d,A,ES2013d.A.dialog-act.vkaraisk.155,comment-about-understanding,ami_da_12,1475.94,1476.21,270.0,"Okay ,"
ES2013d,A,ES2013d.A.dialog-act.vkaraisk.187,comment-about-understanding,ami_da_12,1605.52,1605.82,300.0,Oh .
ES2013d,A,ES2013d.A.dialog-act.vkaraisk.223,comment-about-understanding,ami_da_12,1801.77,1802.26,490.0,Uh-huh .
ES2013d,B,ES2013d.B.dialog-act.vkaraisk.79,comment-about-understanding,ami_da_12,1279.072,1279.6,528.0,Right .
ES2013d,B,ES2013d.B.dialog-act.vkaraisk.108,comment-about-understanding,ami_da_12,1556.51,1557.08,570.0,'Kay .
ES2013d,C,ES2013d.C.dialog-act.vkaraisk.28,elicit-comment-understanding,ami_da_13,425.97,427.01,1040.0,Right ?
ES2013d,C,ES2013d.C.dialog-act.vkaraisk.89,comment-about-understanding,ami_da_12,676.04,676.97,930.0,oh right .
ES2013d,C,ES2013d.C.dialog-act.vkaraisk.190,comment-about-understanding,ami_da_12,1496.71,1496.87,160.0,Oh
ES2013d,C,ES2013d.C.dialog-act.vkaraisk.225,comment-about-understanding,ami_da_12,1876.32,1876.5,180.0,Yeah .
ES2013d,D,ES2013d.D.dialog-act.vkaraisk.49,comment-about-understanding,ami_da_12,948.68,950.31,1630.0,Did you say ?
ES2013d,D,ES2013d.D.dialog-act.vkaraisk.50,comment-about-understanding,ami_da_12,950.31,952.28,1970.0,"Uh okay ,"
ES2013d,D,ES2013d.D.dialog-act.vkaraisk.79,comment-about-understanding,ami_da_12,1044.01,1044.3,290.0,Yeah .
ES2013d,D,ES2013d.D.dialog-act.vkaraisk.90,comment-about-understanding,ami_da_12,1098.32,1098.65,330.0,Okay .
ES2013d,D,ES2013d.D.dialog-act.vkaraisk.100,comment-about-understanding,ami_da_12,1121.11,1122.09,980.0,Okay .
ES2013d,D,ES2013d.D.dialog-act.vkaraisk.132,comment-about-understanding,ami_da_12,1226.8,1227.17,370.0,Okay .
ES2013d,D,ES2013d.D.dialog-act.vkaraisk.157,comment-about-understanding,ami_da_12,1334.304,1335.2,896.0,Okay .
ES2014a,A,ES2014a.A.dialog-act.s9553330.17,comment-about-understanding,ami_da_12,145.91,146.48,570.0,"Oh I see ,"
ES2014a,A,ES2014a.A.dialog-act.s9553330.19,comment-about-understanding,ami_da_12,156.88,158.68,1800.0,"Oh right okay , so ."
ES2014a,A,ES2014a.A.dialog-act.s9553330.101,comment-about-understanding,ami_da_12,788.33,789.71,1380.0,And see .
ES2014a,A,ES2014a.A.dialog-act.s9553330.148,elicit-comment-understanding,ami_da_13,1085.65,1090.39,4740.0,Are we all clear what objectives we're looking to meet in the next thirty minutes ?
ES2014a,A,ES2014a.A.dialog-act.s9553330.154,elicit-comment-understanding,ami_da_13,1131.41,1132.75,1340.0,Okay ?
ES2014a,B,ES2014a.B.dialog-act.s9553330.68,comment-about-understanding,ami_da_12,1090.49,1090.9,410.0,Yes .
ES2014a,C,ES2014a.C.dialog-act.s9553330.3,comment-about-understanding,ami_da_12,137.09,140.02,2930.0,I'm not exactly sure what you mean by tool training .
ES2014a,C,ES2014a.C.dialog-act.s9553330.49,comment-about-understanding,ami_da_12,1100.2,1103.43,3230.0,I'm not exactly clear on what we're designing the rem remote for .
ES2014a,D,ES2014a.D.dialog-act.s9553330.73,comment-about-understanding,ami_da_12,1090.06,1090.3,240.0,Mm-hmm .
ES2014a,D,ES2014a.D.dialog-act.s9553330.75,comment-about-understanding,ami_da_12,1124.06,1125.19,1130.0,Okay cool .
ES2014b,A,ES2014b.A.dialog-act.s9553330.5,comment-about-understanding,ami_da_12,81.37,83.22,1850.0,"Microsoft PowerPoint , right ."
ES2014b,A,ES2014b.A.dialog-act.s9553330.14,comment-about-understanding,ami_da_12,127.29,128.73,1440.0,Three presentations .
ES2014b,A,ES2014b.A.dialog-act.s9553330.15,comment-about-understanding,ami_da_12,134.79,136.17,1380.0,"I see , right ."
ES2014b,A,ES2014b.A.dialog-act.s9553330.168,elicit-comment-understanding,ami_da_13,1630.45,1635.15,4700.0,Does that make reasonable sense ?
ES2014b,A,ES2014b.A.dialog-act.s9553330.241,comment-about-understanding,ami_da_12,2089.75,2090.12,370.0,Sorry ?
ES2014b,B,ES2014b.B.dialog-act.s9553330.108,comment-about-understanding,ami_da_12,942.96,943.61,650.0,"Okay , yeah ."
ES2014b,B,ES2014b.B.dialog-act.s9553330.157,comment-about-understanding,ami_da_12,1633.28,1634.28,1000.0,Yes that seems right .
ES2014b,B,ES2014b.B.dialog-act.s9553330.198,comment-about-understanding,ami_da_12,1974.96,1976.17,1210.0,"Right , okay um ."
ES2014b,B,ES2014b.B.dialog-act.s9553330.243,comment-about-understanding,ami_da_12,2283.44,2283.87,430.0,"Oh , okay ."
ES2014b,C,ES2014b.C.dialog-act.s9553330.70,comment-about-understanding,ami_da_12,974.16,975.05,890.0,Okay .
ES2014b,C,ES2014b.C.dialog-act.s9553330.85,comment-about-understanding,ami_da_12,1633.78,1633.99,210.0,Yeah .
ES2014b,D,ES2014b.D.dialog-act.s9553330.104,comment-about-understanding,ami_da_12,1633.88,1634.67,790.0,"Okay , yeah ."
ES2014b,D,ES2014b.D.dialog-act.s9553330.107,comment-about-understanding,ami_da_12,1667.04,1668.09,1050.0,Okay . Yep .
ES2014b,D,ES2014b.D.dialog-act.s9553330.124,comment-about-understanding,ami_da_12,1800.993,1802.95,1957.0,"Taking out teletext , okay ."
ES2014b,D,ES2014b.D.dialog-act.s9553330.153,comment-about-understanding,ami_da_12,1992.72,1992.91,190.0,Right .
ES2014c,A,ES2014c.A.dialog-act.s9553330.33,comment-about-understanding,ami_da_12,542.84,543.25,410.0,Mm-hmm .
ES2014c,A,ES2014c.A.dialog-act.s9553330.46,elicit-comment-understanding,ami_da_13,593.34,595.29,1950.0,Does that make sense ?
ES2014c,A,ES2014c.A.dialog-act.s9553330.57,comment-about-understanding,ami_da_12,653.52,653.98,460.0,Okay .
ES2014c,A,ES2014c.A.dialog-act.s9553330.94,comment-about-understanding,ami_da_12,870.55,871.86,1310.0,Oh .
ES2014c,A,ES2014c.A.dialog-act.s9553330.129,comment-about-understanding,ami_da_12,1139.07,1139.87,800.0,Okay .
ES2014c,A,ES2014c.A.dialog-act.s9553330.248,comment-about-understanding,ami_da_12,2078.82,2079.12,300.0,Yep .
ES2014c,A,ES2014c.A.dialog-act.s9553330.258,comment-about-understanding,ami_da_12,2164.53,2164.94,410.0,A apple .
ES2014c,A,ES2014c.A.dialog-act.s9553330.263,comment-about-understanding,ami_da_12,2180.82,2181.81,990.0,A red apple ?
ES2014c,B,ES2014c.B.dialog-act.s9553330.104,comment-about-understanding,ami_da_12,776.9,777.3,400.0,"Okay ,"
ES2014c,B,ES2014c.B.dialog-act.s9553330.107,comment-about-understanding,ami_da_12,781.15,781.97,820.0,Oh that makes sense .
ES2014c,B,ES2014c.B.dialog-act.s9553330.216,comment-about-understanding,ami_da_12,1787.57,1789.15,1580.0,Oh okay yes
ES2014c,B,ES2014c.B.dialog-act.s9553330.241,comment-about-understanding,ami_da_12,2067.19,2067.32,130.0,"'Kay ,"
ES2014c,C,ES2014c.C.dialog-act.s9553330.132,comment-about-understanding,ami_da_12,1637.55,1638.18,630.0,"Oh right ,"
ES2014d,A,ES2014d.A.dialog-act.s9553330.92,elicit-comment-understanding,ami_da_13,610.31,610.75,440.0,Okay .
ES2014d,A,ES2014d.A.dialog-act.s9553330.100,comment-about-understanding,ami_da_12,676.06,676.91,850.0,"Oh , I see ,"
ES2014d,A,ES2014d.A.dialog-act.s9553330.232,comment-about-understanding,ami_da_12,1584.2,1584.97,770.0,Alright .
ES2014d,A,ES2014d.A.dialog-act.s9553330.335,comment-about-understanding,ami_da_12,2404.48,2406.4,1920.0,Individual meetings . How do you mean ?
ES2014d,A,ES2014d.A.dialog-act.s9553330.405,comment-about-understanding,ami_da_12,2855.99,2856.8,810.0,recognition .
ES2014d,B,ES2014d.B.dialog-act.s9553330.58,elicit-comment-understanding,ami_da_13,730.86,731.52,660.0,You know what I mean ?
ES2014d,C,ES2014d.C.dialog-act.s9553330.126,comment-about-understanding,ami_da_12,2081.36,2082.05,690.0,Alright .
ES2014d,D,ES2014d.D.dialog-act.s9553330.19,comment-about-understanding,ami_da_12,124.38,125.36,980.0,"Oh , okay . Right ."
ES2014d,D,ES2014d.D.dialog-act.s9553330.128,comment-about-understanding,ami_da_12,1039.46,1040.63,1170.0,But not the kinetic .
ES2014d,D,ES2014d.D.dialog-act.s9553330.397,comment-about-understanding,ami_da_12,2884.77,2885.91,1140.0,Hmm ?
ES2015a,A,ES2015a.A.dialog-act.dharshi.166,comment-about-understanding,ami_da_12,1107.36,1108.22,860.0,Industrial Designer .
ES2015a,A,ES2015a.A.dialog-act.dharshi.176,comment-about-understanding,ami_da_12,1129.06,1131.17,2110.0,Marketing Expert .
ES2015a,B,ES2015a.B.dialog-act.dharshi.33,comment-about-understanding,ami_da_12,470.34,471.08,740.0,You do .
ES2015a,D,ES2015a.D.dialog-act.dharshi.86,comment-about-understanding,ami_da_12,1107.5,1108.42,920.0,"Oh , industrial ."
ES2015b,A,ES2015b.A.dialog-act.dharshi.75,comment-about-understanding,ami_da_12,912.33,913.7,1370.0,what was that last thing that you just said ?
ES2015b,A,ES2015b.A.dialog-act.dharshi.78,comment-about-understanding,ami_da_12,950.26,953.76,3500.0,that eighty percent of users would spend more money when a remote control would look fancy .
ES2015b,A,ES2015b.A.dialog-act.dharshi.114,comment-about-understanding,ami_da_12,1350.22,1351.93,1710.0,"Um , I don't know what an L_C_D_ screen is ."
ES2015b,A,ES2015b.A.dialog-act.dharshi.115,comment-about-understanding,ami_da_12,1362.81,1364.33,1520.0,I have no idea still .
ES2015b,A,ES2015b.A.dialog-act.dharshi.117,comment-about-understanding,ami_da_12,1368.19,1369.8,1610.0,"Oh , on the remote ."
ES2015b,A,ES2015b.A.dialog-act.dharshi.118,comment-about-understanding,ami_da_12,1369.8,1370.35,550.0,Okay .
ES2015b,A,ES2015b.A.dialog-act.dharshi.158,comment-about-understanding,ami_da_12,1677.55,1678.99,1440.0,The little R_ R_ yellow thing ?
ES2015b,A,ES2015b.A.dialog-act.dharshi.160,comment-about-understanding,ami_da_12,1679.97,1680.63,660.0,Real Reaction ?
ES2015b,A,ES2015b.A.dialog-act.dharshi.273,comment-about-understanding,ami_da_12,2204.11,2205.91,1800.0,Like an iPod or something ?
ES2015b,A,ES2015b.A.dialog-act.dharshi.275,comment-about-understanding,ami_da_12,2208.01,2209.09,1080.0,Like a cellphone ? Yeah .
ES2015b,B,ES2015b.B.dialog-act.dharshi.6,comment-about-understanding,ami_da_12,101.94,102.51,570.0,plugged in .
ES2015b,B,ES2015b.B.dialog-act.dharshi.7,comment-about-understanding,ami_da_12,105.29,108.02,2730.0,F_ okay . Function F_ eight .
ES2015b,C,ES2015b.C.dialog-act.dharshi.14,comment-about-understanding,ami_da_12,563.15,563.97,820.0,Oh right .
ES2015b,C,ES2015b.C.dialog-act.dharshi.40,elicit-comment-understanding,ami_da_13,712.51,714.82,2310.0,Does anyone have any questions ?
ES2015b,C,ES2015b.C.dialog-act.dharshi.165,comment-about-understanding,ami_da_12,2200.81,2202.02,1210.0,Oh yeah .
ES2015b,C,ES2015b.C.dialog-act.dharshi.166,comment-about-understanding,ami_da_12,2202.02,2203.43,1410.0,Interchangeable thing ?
ES2015b,D,ES2015b.D.dialog-act.dharshi.11,comment-about-understanding,ami_da_12,628.45,630.49,2040.0,what was that last one . Multifunctional and
ES2015b,D,ES2015b.D.dialog-act.dharshi.10,comment-about-understanding,ami_da_12,633.53,635.23,1700.0,"Ch Oh , I see ."
ES2015b,D,ES2015b.D.dialog-act.dharshi.16,comment-about-understanding,ami_da_12,743.91,744.96,1050.0,D_V_D_s and V_C_R_ ?
ES2015b,D,ES2015b.D.dialog-act.dharshi.97,comment-about-understanding,ami_da_12,1101.49,1101.97,480.0,Okay .
ES2015b,D,ES2015b.D.dialog-act.dharshi.100,comment-about-understanding,ami_da_12,1103.53,1104.15,620.0,Okay .
ES2015b,D,ES2015b.D.dialog-act.dharshi.112,comment-about-understanding,ami_da_12,1137.7,1138.45,750.0,Changing the channels ?
ES2015b,D,ES2015b.D.dialog-act.dharshi.125,comment-about-understanding,ami_da_12,1177.6,1178.5,900.0,Ah .
ES2015b,D,ES2015b.D.dialog-act.dharshi.217,comment-about-understanding,ami_da_12,1723.67,1723.96,290.0,Yeah ?
ES2015b,D,ES2015b.D.dialog-act.dharshi.231,comment-about-understanding,ami_da_12,1900.03,1900.76,730.0,On the buttons ?
ES2015b,D,ES2015b.D.dialog-act.dharshi.267,comment-about-understanding,ami_da_12,2089.99,2090.66,670.0,"Oh right ,"
ES2015c,A,ES2015c.A.dialog-act.dharshi.93,comment-about-understanding,ami_da_12,826.78,828.02,1240.0,Oh . Okay . Yeah .
ES2015c,A,ES2015c.A.dialog-act.dharshi.107,comment-about-understanding,ami_da_12,907.99,908.34,350.0,Hmm ?
ES2015c,A,ES2015c.A.dialog-act.dharshi.115,comment-about-understanding,ami_da_12,953.68,954.05,370.0,"Oh yeah ,"
ES2015c,A,ES2015c.A.dialog-act.dharshi.224,comment-about-understanding,ami_da_12,1716.06,1717.82,1760.0,"That's called medium , or regular ?"
ES2015c,A,ES2015c.A.dialog-act.dharshi.240,comment-about-understanding,ami_da_12,1787.35,1789.23,1880.0,Did you say command line ?
ES2015c,B,ES2015c.B.dialog-act.dharshi.41,comment-about-understanding,ami_da_12,252.85,253.89,1040.0,Sorry ?
ES2015c,B,ES2015c.B.dialog-act.dharshi.144,comment-about-understanding,ami_da_12,645.02,647.73,2710.0,Like as a backup for something .
ES2015c,B,ES2015c.B.dialog-act.dharshi.295,comment-about-understanding,ami_da_12,1776.84,1778.26,1420.0,Your screen ?
ES2015c,C,ES2015c.C.dialog-act.dharshi.43,comment-about-understanding,ami_da_12,768.97,771.01,2040.0,You don't know why ?
ES2015c,C,ES2015c.C.dialog-act.dharshi.111,elicit-comment-understanding,ami_da_13,1058.5,1060.25,1750.0,Does anyone have any questions ?
ES2015c,C,ES2015c.C.dialog-act.dharshi.117,elicit-comment-understanding,ami_da_13,1152.21,1153.23,1020.0,Do you know what I mean ?
ES2015c,D,ES2015c.D.dialog-act.dharshi.9,comment-about-understanding,ami_da_12,577.84,578.82,980.0,Like the skin ?
ES2015c,D,ES2015c.D.dialog-act.dharshi.50,comment-about-understanding,ami_da_12,1087.79,1089.759,1969.0,You mean different colours for the lighting or
ES2015c,D,ES2015c.D.dialog-act.dharshi.52,comment-about-understanding,ami_da_12,1102.52,1103.48,960.0,Oh I see what you're saying .
ES2015c,D,ES2015c.D.dialog-act.dharshi.54,comment-about-understanding,ami_da_12,1107.42,1109.45,2030.0,Oh so you're picturing the light is coming from the back .
ES2015c,D,ES2015c.D.dialog-act.dharshi.56,comment-about-understanding,ami_da_12,1115.01,1117.08,2070.0,"But , but I guess , you mean from the back ."
ES2015c,D,ES2015c.D.dialog-act.dharshi.63,comment-about-understanding,ami_da_12,1153.24,1154.82,1580.0,"They , they insert over ."
ES2015c,D,ES2015c.D.dialog-act.dharshi.129,elicit-comment-understanding,ami_da_13,1509.669,1511.58,1911.0,"And , did you have any questions ?"
ES2015c,D,ES2015c.D.dialog-act.dharshi.136,comment-about-understanding,ami_da_12,1611.66,1612.32,660.0,The PowerPoint ?
ES2015d,A,ES2015d.A.dialog-act.dharshi.16,comment-about-understanding,ami_da_12,138.39,139.66,1270.0,On ?
ES2015d,A,ES2015d.A.dialog-act.dharshi.18,comment-about-understanding,ami_da_12,139.66,140.92,1260.0,A mango .
ES2015d,A,ES2015d.A.dialog-act.dharshi.48,comment-about-understanding,ami_da_12,318.45,319.22,770.0,C_ and V_ .
ES2015d,A,ES2015d.A.dialog-act.dharshi.51,comment-about-understanding,ami_da_12,325.9,326.74,840.0,Oh okay .
ES2015d,A,ES2015d.A.dialog-act.dharshi.106,comment-about-understanding,ami_da_12,697.79,698.42,630.0,Oh okay .
